File,Key,Action,Value Preview,ICU Warning
intl_es.arb,@stats_top_cultures_title,Added,"OrderedDict([('description', 'Titre Top Cultures')",
intl_es.arb,@stats_top_cultures_no_data,Added,"OrderedDict([('description', 'Vide Top Cultures')]",
intl_es.arb,@stats_top_cultures_percent_revenue,Added,"OrderedDict([('description', 'Suffixe pourcentage ",
intl_es.arb,@stats_monthly_revenue_title,Added,"OrderedDict([('description', 'Titre Revenu Mensuel",
intl_es.arb,@stats_monthly_revenue_no_data,Added,"OrderedDict([('description', 'Vide Revenu Mensuel'",
intl_es.arb,@stats_dominant_culture_title,Added,"OrderedDict([('description', 'Titre Culture Domina",
intl_es.arb,@stats_annual_evolution_title,Added,"OrderedDict([('description', 'Titre Évolution Annu",
intl_es.arb,@stats_crop_distribution_title,Added,"OrderedDict([('description', 'Titre Répartition Cu",
intl_es.arb,@stats_crop_distribution_others,Added,"OrderedDict([('description', 'Label Autres pie cha",
intl_es.arb,@stats_key_months_title,Added,"OrderedDict([('description', 'Titre Mois Clés')])",
intl_es.arb,@stats_most_profitable,Added,"OrderedDict([('description', 'Label plus rentable'",
intl_es.arb,@stats_least_profitable,Added,"OrderedDict([('description', 'Label moins rentable",
intl_es.arb,@stats_auto_summary_title,Added,"OrderedDict([('description', 'Titre Synthèse Autom",
intl_es.arb,@stats_revenue_history_title,Added,"OrderedDict([('description', 'Titre Historique Rev",
intl_es.arb,@stats_profitability_cycle_title,Added,"OrderedDict([('description', 'Titre Cycle Rentabil",
intl_es.arb,@stats_table_crop,Added,"OrderedDict([('description', 'Header colonne Cultu",
intl_es.arb,@stats_table_days,Added,"OrderedDict([('description', 'Header colonne Jours",
intl_es.arb,@stats_table_revenue,Added,"OrderedDict([('description', 'Header colonne Reven",
intl_es.arb,@stats_table_type,Added,"OrderedDict([('description', 'Header colonne Type'",
intl_es.arb,@stats_type_fast,Added,"OrderedDict([('description', 'Type culture rapide'",
intl_es.arb,@nutrition_page_title,Added,"OrderedDict([('description', 'Titre écrant nutriti",
intl_es.arb,@nutrition_seasonal_dynamics_title,Added,"OrderedDict([('description', 'Titre dynamique sais",
intl_es.arb,@nutrition_seasonal_dynamics_desc,Added,"OrderedDict([('description', 'Desc dynamique saiso",
intl_es.arb,@nutrition_no_harvest_month,Added,"OrderedDict([('description', 'Vide mois')])",
intl_es.arb,@nutrition_major_minerals_title,Added,"OrderedDict([('description', 'Titre minéraux majeu",
intl_es.arb,@nutrition_trace_elements_title,Added,"OrderedDict([('description', 'Titre oligo éléments",
intl_es.arb,@nutrition_no_data_period,Added,"OrderedDict([('description', 'Pas de données chart",
intl_es.arb,@nutrition_no_major_minerals,Added,"OrderedDict([('description', 'Vide chart majeurs')",
intl_es.arb,@nutrition_no_trace_elements,Added,"OrderedDict([('description', 'Vide chart oligo')])",
intl_es.arb,@nutrition_month_dynamics_title,Added,"OrderedDict([('description', 'Titre dynamique mois",
intl_es.arb,@nutrition_dominant_production,Added,"OrderedDict([('description', 'Label production dom",
intl_es.arb,@nutrition_nutrients_origin,Added,"OrderedDict([('description', 'Note origine nutrime",
intl_es.arb,export_field_bed_id,Added,ID Parcelle,
intl_es.arb,export_field_bed_surface,Added,Surface (m²),
intl_es.arb,export_field_bed_plant_count,Added,Nb Plantes,
intl_es.arb,export_field_plant_name,Added,Nom commun,
intl_es.arb,export_field_plant_id,Added,ID Plante,
intl_es.arb,export_field_plant_scientific,Added,Nom scientifique,
intl_es.arb,export_field_plant_family,Added,Famille,
intl_es.arb,export_field_plant_variety,Added,Variété,
intl_es.arb,export_field_harvest_date,Added,Date Récolte,
intl_es.arb,export_field_harvest_qty,Added,Quantité (kg),
intl_es.arb,export_field_harvest_plant_name,Added,Plante,
intl_es.arb,export_field_harvest_price,Added,Prix/kg,
intl_es.arb,export_field_harvest_value,Added,Valeur Totale,
intl_es.arb,export_field_harvest_notes,Added,Notes,
intl_es.arb,export_field_harvest_garden_name,Added,Jardin,
intl_es.arb,export_field_harvest_garden_id,Added,ID Jardin,
intl_es.arb,export_field_harvest_bed_name,Added,Parcelle,
intl_es.arb,export_field_harvest_bed_id,Added,ID Parcelle,
intl_es.arb,export_field_activity_date,Added,Date,
intl_es.arb,export_field_activity_type,Added,Type,
intl_es.arb,export_field_activity_title,Added,Titre,
intl_es.arb,export_field_activity_desc,Added,Description,
intl_es.arb,export_field_activity_entity,Added,Entité Cible,
intl_es.arb,export_field_activity_entity_id,Added,ID Cible,
intl_es.arb,export_activity_type_garden_created,Added,Création de jardin,
intl_es.arb,export_activity_type_garden_updated,Added,Mise à jour du jardin,
intl_es.arb,export_activity_type_garden_deleted,Added,Suppression de jardin,
intl_es.arb,export_activity_type_bed_created,Added,Création de parcelle,
intl_es.arb,export_activity_type_bed_updated,Added,Mise à jour de parcelle,
intl_es.arb,export_activity_type_bed_deleted,Added,Suppression de parcelle,
intl_es.arb,export_activity_type_planting_created,Added,Nouvelle plantation,
intl_es.arb,export_activity_type_planting_updated,Added,Mise à jour plantation,
intl_es.arb,export_activity_type_planting_deleted,Added,Suppression plantation,
intl_es.arb,export_activity_type_harvest,Added,Récolte,
intl_es.arb,export_activity_type_maintenance,Added,Entretien,
intl_es.arb,export_activity_type_weather,Added,Météo,
intl_es.arb,export_activity_type_error,Added,Erreur,
intl_es.arb,export_excel_total,Added,TOTAL,
intl_es.arb,export_excel_unknown,Added,Inconnu,
intl_es.arb,export_field_advanced_suffix,Added, (Avancé),
intl_es.arb,export_field_desc_garden_name,Added,Nom donné au jardin,
intl_es.arb,export_field_desc_garden_id,Added,Identifiant unique technique,
intl_es.arb,export_field_desc_garden_surface,Added,Surface totale du jardin,
intl_es.arb,export_field_desc_garden_creation,Added,Date de création dans l'application,
intl_es.arb,export_field_desc_bed_name,Added,Nom de la parcelle,
intl_es.arb,export_field_desc_bed_id,Added,Identifiant unique technique,
intl_es.arb,export_field_desc_bed_surface,Added,Surface de la parcelle,
intl_es.arb,export_field_desc_bed_plant_count,Added,Nombre de cultures en place (actuel),
intl_es.arb,export_field_desc_plant_name,Added,Nom usuel de la plante,
intl_es.arb,export_field_desc_plant_id,Added,Identifiant unique technique,
intl_es.arb,export_field_desc_plant_scientific,Added,Dénomination botanique,
intl_es.arb,export_field_desc_plant_family,Added,Famille botanique,
intl_es.arb,export_field_desc_plant_variety,Added,Variété spécifique,
intl_es.arb,export_field_desc_harvest_date,Added,Date de l'événement de récolte,
intl_es.arb,export_field_desc_harvest_qty,Added,Poids récolté en kg,
intl_es.arb,export_field_desc_harvest_plant_name,Added,Nom de la plante récoltée,
intl_es.arb,export_field_desc_harvest_price,Added,Prix au kg configuré,
intl_es.arb,export_field_desc_harvest_value,Added,Quantité * Prix/kg,
intl_es.arb,export_field_desc_harvest_notes,Added,Observations saisies lors de la récolte,
intl_es.arb,export_field_desc_harvest_garden_name,Added,Nom du jardin d'origine (si disponible),
intl_es.arb,export_field_desc_harvest_garden_id,Added,Identifiant unique du jardin,
intl_es.arb,export_field_desc_harvest_bed_name,Added,Parcelle d'origine (si disponible),
intl_es.arb,export_field_desc_harvest_bed_id,Added,Identifiant parcelle,
intl_es.arb,export_field_desc_activity_date,Added,Date de l'activité,
intl_es.arb,export_field_desc_activity_type,Added,"Catégorie d'action (Semis, Récolte, Soin...)",
intl_es.arb,export_field_desc_activity_title,Added,Résumé de l'action,
intl_es.arb,export_field_desc_activity_desc,Added,Détails complets,
intl_es.arb,export_field_desc_activity_entity,Added,"Nom de l'objet concerné (Plante, Parcelle...)",
intl_es.arb,export_field_desc_activity_entity_id,Added,ID de l'objet concerné,
intl_es.arb,task_editor_photo_label,Added,Photo de la tâche,
intl_es.arb,task_editor_photo_add,Added,Ajouter une photo,
intl_es.arb,task_editor_photo_change,Added,Changer la photo,
intl_es.arb,task_editor_photo_remove,Added,Retirer la photo,
intl_es.arb,task_editor_photo_help,Added,La photo sera jointe automatiquement au PDF / Word,
intl_es.arb,export_block_nutrition,Added,Nutrition (Agrégation),
intl_es.arb,@export_block_nutrition,Added,"OrderedDict([('description', ""Label pour le bloc N",
intl_es.arb,export_block_desc_nutrition,Added,Indicateurs nutritionnels agrégés par nutriment,
intl_es.arb,@export_block_desc_nutrition,Added,"OrderedDict([('description', 'Description pour le ",
intl_es.arb,export_field_nutrient_key,Added,Clé nutriment,
intl_es.arb,export_field_nutrient_label,Added,Nutriment,
intl_es.arb,export_field_nutrient_unit,Added,Unité,
intl_es.arb,export_field_nutrient_total,Added,Total disponible,
intl_es.arb,export_field_mass_with_data_kg,Added,Masse avec données (kg),
intl_es.arb,export_field_contributing_records,Added,Nb récoltes,
intl_es.arb,export_field_data_confidence,Added,Confiance,
intl_es.arb,export_field_coverage_percent,Added,Moy. DRI (%),
intl_es.arb,export_field_lower_bound_coverage,Added,Min DRI (%),
intl_es.arb,export_field_upper_bound_coverage,Added,Max DRI (%),
intl_it.arb,@appTitle,Added,"OrderedDict([('description', ""Titre de l'applicati",
intl_it.arb,@settings_title,Added,"OrderedDict([('description', 'Titre de la page des",
intl_it.arb,@home_settings_fallback_label,Added,"OrderedDict([('description', ""Label accessibilité ",
intl_it.arb,@settings_application,Added,"OrderedDict([('description', ""Rubrique 'Applicatio",
intl_it.arb,@settings_version,Added,"OrderedDict([('description', ""Label pour la versio",
intl_it.arb,@settings_display,Added,"OrderedDict([('description', 'Titre de la section ",
intl_it.arb,@settings_weather_selector,Added,"OrderedDict([('description', 'Titre de la section ",
intl_it.arb,@settings_commune_title,Added,"OrderedDict([('description', 'Titre du paramètre C",
intl_it.arb,@settings_choose_commune,Added,"OrderedDict([('description', 'Titre/drawer pour ch",
intl_it.arb,@settings_search_commune_hint,Added,"OrderedDict([('description', 'Hint text pour la re",
intl_it.arb,@settings_commune_default,Added,"OrderedDict([('description', 'Texte indiquant la c",
intl_it.arb,@settings_commune_selected,Added,"OrderedDict([('description', 'Texte indiquant la c",
intl_it.arb,@settings_quick_access,Added,"OrderedDict([('description', 'Titre de la zone Acc",
intl_it.arb,@settings_plants_catalog,Added,"OrderedDict([('description', ""Libellé pour l'accès",
intl_it.arb,@settings_plants_catalog_subtitle,Added,"OrderedDict([('description', 'Sous-titre pour le c",
intl_it.arb,@settings_about,Added,"OrderedDict([('description', 'Titre de la section ",
intl_it.arb,@settings_user_guide,Added,"OrderedDict([('description', ""Label pour le guide ",
intl_it.arb,@settings_user_guide_subtitle,Added,"OrderedDict([('description', ""Sous-titre pour le g",
intl_it.arb,@settings_privacy,Added,"OrderedDict([('description', 'Label Confidentialit",
intl_it.arb,@settings_privacy_policy,Added,"OrderedDict([('description', 'Titre / label de la ",
intl_it.arb,@settings_terms,Added,"OrderedDict([('description', ""Titre / label des co",
intl_it.arb,@settings_version_dialog_title,Added,"OrderedDict([('description', ""Titre de la boîte de",
intl_it.arb,@settings_version_dialog_content,Added,"OrderedDict([('description', 'Contenu de la boîte ",
intl_it.arb,@language_title,Added,"OrderedDict([('description', 'Titre de la page de ",
intl_it.arb,@language_french,Added,"OrderedDict([('description', 'Nom de la langue fra",
intl_it.arb,@language_english,Added,"OrderedDict([('description', 'Nom de la langue ang",
intl_it.arb,@language_spanish,Added,"OrderedDict([('description', 'Nom de la langue esp",
intl_it.arb,@language_portuguese_br,Added,"OrderedDict([('description', 'Nom de la langue por",
intl_it.arb,@language_german,Added,"OrderedDict([('description', 'Nom de la langue all",
intl_it.arb,@language_changed_snackbar,Added,"OrderedDict([('description', 'Message affiché en s",
intl_it.arb,@calibration_title,Added,"OrderedDict([('description', 'Titre de la section ",
intl_it.arb,@calibration_subtitle,Added,"OrderedDict([('description', 'Sous-titre de la sec",
intl_it.arb,@calibration_organic_title,Added,"OrderedDict([('description', 'Titre de la carte Ca",
intl_it.arb,@calibration_organic_subtitle,Added,"OrderedDict([('description', 'Sous-titre de la car",
intl_it.arb,@calibration_organic_disabled,Added,"OrderedDict([('description', 'SnackBar désactivati",
intl_it.arb,@calibration_organic_enabled,Added,"OrderedDict([('description', 'SnackBar activation ",
intl_it.arb,@garden_list_title,Added,"OrderedDict([('description', 'Titre écran liste de",
intl_it.arb,@garden_error_title,Added,"OrderedDict([('description', ""Titre pour l'état d'",
intl_it.arb,@garden_error_subtitle,Added,"OrderedDict([('description', ""Message d'erreur dét",
intl_it.arb,@garden_retry,Added,"OrderedDict([('description', 'Texte du bouton Rées",
intl_it.arb,@garden_no_gardens,Added,"OrderedDict([('description', 'Message affiché si a",
intl_it.arb,@garden_archived_info,Added,"OrderedDict([('description', 'Info affichée lorsqu",
intl_it.arb,@garden_add_tooltip,Added,"OrderedDict([('description', 'Tooltip du FAB pour ",
intl_it.arb,@plant_catalog_title,Added,"OrderedDict([('description', ""Titre de l'écran cat",
intl_it.arb,@plant_catalog_search_hint,Added,"OrderedDict([('description', 'Indication visuelle ",
intl_it.arb,@plant_custom_badge,Added,"OrderedDict([('description', 'Texte du badge pour ",
intl_it.arb,@plant_detail_not_found_title,Added,"OrderedDict([('description', ""Titre affiché si une",
intl_it.arb,@plant_detail_not_found_body,Added,"OrderedDict([('description', ""Message affiché lors",
intl_it.arb,@plant_added_favorites,Added,"OrderedDict([('description', ""SnackBar indiquant q",
intl_it.arb,@plant_detail_popup_add_to_garden,Added,"OrderedDict([('description', 'Texte du menu contex",
intl_it.arb,@plant_detail_popup_share,Added,"OrderedDict([('description', 'Texte du menu contex",
intl_it.arb,@plant_detail_share_todo,Added,"OrderedDict([('description', ""SnackBar indiquant q",
intl_it.arb,@plant_detail_add_to_garden_todo,Added,"OrderedDict([('description', ""SnackBar indiquant q",
intl_it.arb,@plant_detail_section_culture,Added,"OrderedDict([('description', 'Titre section Détail",
intl_it.arb,@plant_detail_section_instructions,Added,"OrderedDict([('description', 'Titre section Instru",
intl_it.arb,@plant_detail_detail_family,Added,"OrderedDict([('description', 'Label Famille dans l",
intl_it.arb,@plant_detail_detail_maturity,Added,"OrderedDict([('description', 'Label Durée de matur",
intl_it.arb,@plant_detail_detail_spacing,Added,"OrderedDict([('description', 'Label Espacement')])",
intl_it.arb,@plant_detail_detail_exposure,Added,"OrderedDict([('description', 'Label Exposition')])",
intl_it.arb,@plant_detail_detail_water,Added,"OrderedDict([('description', 'Label Besoins en eau",
intl_it.arb,@planting_title_template,Added,"OrderedDict([('description', ""Titre de l'écran des",
intl_it.arb,@planting_menu_statistics,Added,"OrderedDict([('description', 'Menu item Statistiqu",
intl_it.arb,@planting_menu_ready_for_harvest,Added,"OrderedDict([('description', 'Menu item Prêt à réc",
intl_it.arb,@planting_menu_test_data,Added,"OrderedDict([('description', 'Menu item Données te",
intl_it.arb,@planting_search_hint,Added,"OrderedDict([('description', 'Hint de recherche su",
intl_it.arb,@planting_filter_all_statuses,Added,"OrderedDict([('description', 'Filtre Tous les stat",
intl_it.arb,@planting_filter_all_plants,Added,"OrderedDict([('description', 'Filtre Toutes les pl",
intl_it.arb,@planting_stat_plantings,Added,"OrderedDict([('description', 'Label statistiques :",
intl_it.arb,@planting_stat_total_quantity,Added,"OrderedDict([('description', 'Label statistiques :",
intl_it.arb,@planting_stat_success_rate,Added,"OrderedDict([('description', 'Label statistiques :",
intl_it.arb,@planting_stat_in_growth,Added,"OrderedDict([('description', 'Label statistiques :",
intl_it.arb,@planting_stat_ready_for_harvest,Added,"OrderedDict([('description', 'Label statistiques :",
intl_it.arb,@planting_empty_none,Added,"OrderedDict([('description', ""Titre pour l'état vi",
intl_it.arb,@planting_empty_first,Added,"OrderedDict([('description', ""Texte incitatif si a",
intl_it.arb,@planting_create_action,Added,"OrderedDict([('description', 'Texte du bouton pour",
intl_it.arb,@planting_empty_no_result,Added,"OrderedDict([('description', ""Titre pour l'état 'a",
intl_it.arb,@planting_clear_filters,Added,"OrderedDict([('description', 'Action pour effacer ",
intl_it.arb,@planting_add_tooltip,Added,"OrderedDict([('description', 'Tooltip du FAB pour ",
intl_it.arb,@search_hint,Added,"OrderedDict([('description', 'Hint générique pour ",
intl_it.arb,@error_page_title,Added,"OrderedDict([('description', ""Titre pour la page d",
intl_it.arb,@error_page_message,Added,"OrderedDict([('description', ""Message expliquant q",
intl_it.arb,@error_page_back,Added,"OrderedDict([('description', ""Bouton pour revenir ",
intl_it.arb,@dialog_confirm,Added,"OrderedDict([('description', 'Texte du bouton Conf",
intl_it.arb,@dialog_cancel,Added,"OrderedDict([('description', 'Texte du bouton Annu",
intl_it.arb,@snackbar_commune_selected,Added,"OrderedDict([('description', 'SnackBar indiquant l",
intl_it.arb,@common_validate,Added,"OrderedDict([('description', 'Texte générique Vali",
intl_it.arb,@common_cancel,Added,"OrderedDict([('description', 'Texte générique Annu",
intl_it.arb,@common_save,Added,"OrderedDict([('description', 'Texte générique Enre",
intl_it.arb,@empty_action_create,Added,"OrderedDict([('description', 'Action générique pou",
intl_it.arb,@user_guide_text,Added,"OrderedDict([('description', ""Texte complet du gui",
intl_it.arb,@privacy_policy_text,Added,"OrderedDict([('description', 'Texte complet de la ",
intl_it.arb,@terms_text,Added,"OrderedDict([('description', ""Texte complet des co",
intl_it.arb,@calibration_auto_apply,Added,"OrderedDict([('description', 'Switch pour applique",
intl_it.arb,@calibration_calibrate_now,Added,"OrderedDict([('description', 'Bouton pour lancer l",
intl_it.arb,@calibration_save_profile,Added,"OrderedDict([('description', 'Bouton pour sauvegar",
intl_it.arb,@calibration_export_profile,Added,"OrderedDict([('description', 'Bouton pour exporter",
intl_it.arb,@calibration_import_profile,Added,"OrderedDict([('description', 'Bouton pour importer",
intl_it.arb,@calibration_reset_profile,Added,"OrderedDict([('description', 'Bouton pour réinitia",
intl_it.arb,@calibration_refresh_profile,Added,"OrderedDict([('description', ""Bouton pour actualis",
intl_it.arb,@calibration_key_device,Added,"OrderedDict([('description', ""Label affichant la c",
intl_it.arb,@calibration_no_profile,Added,"OrderedDict([('description', 'Message si aucun pro",
intl_it.arb,@calibration_image_settings_title,Added,"OrderedDict([('description', 'Titre section réglag",
intl_it.arb,@calibration_pos_x,Added,"OrderedDict([('description', 'Label position X')])",
intl_it.arb,@calibration_pos_y,Added,"OrderedDict([('description', 'Label position Y')])",
intl_it.arb,@calibration_zoom,Added,"OrderedDict([('description', 'Label zoom')])",
intl_it.arb,@calibration_reset_image,Added,"OrderedDict([('description', 'Bouton reset image d",
intl_it.arb,@calibration_dialog_confirm_title,Added,"OrderedDict([('description', 'Titre dialog confirm",
intl_it.arb,@calibration_dialog_delete_profile,Added,"OrderedDict([('description', 'Contenu dialog suppr",
intl_it.arb,@calibration_action_delete,Added,"OrderedDict([('description', 'Bouton supprimer')])",
intl_it.arb,@calibration_snack_no_profile,Added,"OrderedDict([('description', 'SnackBar aucun profi",
intl_it.arb,@calibration_snack_profile_copied,Added,"OrderedDict([('description', 'SnackBar profil copi",
intl_it.arb,@calibration_snack_clipboard_empty,Added,"OrderedDict([('description', 'SnackBar presse-papi",
intl_it.arb,@calibration_snack_profile_imported,Added,"OrderedDict([('description', 'SnackBar profil impo",
intl_it.arb,@calibration_snack_import_error,Added,"OrderedDict([('description', 'SnackBar erreur impo",
intl_it.arb,@calibration_snack_profile_deleted,Added,"OrderedDict([('description', 'SnackBar profil supp",
intl_it.arb,@calibration_snack_no_calibration,Added,"OrderedDict([('description', 'SnackBar aucune cali",
intl_it.arb,@calibration_snack_saved_as_profile,Added,"OrderedDict([('description', 'SnackBar calibration",
intl_it.arb,@calibration_snack_save_error,Added,"OrderedDict([('description', 'SnackBar erreur sauv",
intl_it.arb,@calibration_overlay_error_save,Added,"OrderedDict([('placeholders', OrderedDict([('error",
intl_it.arb,@garden_management_create_title,Added,"OrderedDict([('description', 'Titre page création ",
intl_it.arb,@garden_management_edit_title,Added,"OrderedDict([('description', 'Titre page modificat",
intl_it.arb,@garden_management_name_label,Added,"OrderedDict([('description', 'Label champ nom jard",
intl_it.arb,@garden_management_desc_label,Added,"OrderedDict([('description', 'Label champ descript",
intl_it.arb,@garden_management_image_label,Added,"OrderedDict([('description', 'Label section image'",
intl_it.arb,@garden_management_image_url_label,Added,"OrderedDict([('description', 'Label champ URL imag",
intl_it.arb,@garden_management_image_preview_error,Added,"OrderedDict([('description', 'Erreur preview image",
intl_it.arb,@garden_management_create_submit,Added,"OrderedDict([('description', 'Bouton soumettre cré",
intl_it.arb,@garden_management_create_submitting,Added,"OrderedDict([('description', 'Bouton pendant soumi",
intl_it.arb,@garden_management_created_success,Added,"OrderedDict([('description', 'SnackBar succès créa",
intl_it.arb,@garden_management_create_error,Added,"OrderedDict([('description', 'SnackBar erreur créa",
intl_it.arb,@garden_management_delete_confirm_title,Added,"OrderedDict([('description', 'Titre dialog suppres",
intl_it.arb,@garden_management_delete_confirm_body,Added,"OrderedDict([('description', 'Corps dialog suppres",
intl_it.arb,@garden_management_delete_success,Added,"OrderedDict([('description', 'SnackBar succès supp",
intl_it.arb,@garden_management_archived_tag,Added,"OrderedDict([('description', 'Tag jardin archivé')",
intl_it.arb,@garden_management_beds_title,Added,"OrderedDict([('description', 'Titre section parcel",
intl_it.arb,@garden_management_no_beds_title,Added,"OrderedDict([('description', 'Titre état vide parc",
intl_it.arb,@garden_management_no_beds_desc,Added,"OrderedDict([('description', 'Description état vid",
intl_it.arb,@garden_management_add_bed_label,Added,"OrderedDict([('description', 'Bouton ajouter parce",
intl_it.arb,@garden_management_stats_beds,Added,"OrderedDict([('description', 'Label stat nombre pa",
intl_it.arb,@garden_management_stats_area,Added,"OrderedDict([('description', 'Label stat surface t",
intl_it.arb,@dashboard_weather_stats,Added,"OrderedDict([('description', 'Label dashboard: Sta",
intl_it.arb,@dashboard_soil_temp,Added,"OrderedDict([('description', 'Label dashboard: Tem",
intl_it.arb,@dashboard_air_temp,Added,"OrderedDict([('description', 'Label dashboard: Tem",
intl_it.arb,@dashboard_statistics,Added,"OrderedDict([('description', 'Label dashboard: Sta",
intl_it.arb,@dashboard_calendar,Added,"OrderedDict([('description', 'Label dashboard: Cal",
intl_it.arb,@dashboard_activities,Added,"OrderedDict([('description', 'Label dashboard: Act",
intl_it.arb,@dashboard_weather,Added,"OrderedDict([('description', 'Label dashboard: Mét",
intl_it.arb,@dashboard_settings,Added,"OrderedDict([('description', 'Label dashboard: Par",
intl_it.arb,@dashboard_garden_n,Added,"OrderedDict([('description', 'Label dashboard: Jar",
intl_it.arb,@dashboard_garden_created,Added,"OrderedDict([('description', 'SnackBar création ja",
intl_it.arb,@dashboard_garden_create_error,Added,"OrderedDict([('description', 'SnackBar erreur créa",
intl_it.arb,@calendar_title,Added,"OrderedDict([('description', 'Titre page calendrie",
intl_it.arb,@calendar_refreshed,Added,"OrderedDict([('description', 'SnackBar actualisati",
intl_it.arb,@calendar_new_task_tooltip,Added,"OrderedDict([('description', 'Tooltip bouton nouve",
intl_it.arb,@calendar_task_saved_title,Added,"OrderedDict([('description', 'Titre dialog tâche e",
intl_it.arb,@calendar_ask_export_pdf,Added,"OrderedDict([('description', 'Contenu dialog expor",
intl_it.arb,@calendar_task_modified,Added,"OrderedDict([('description', 'SnackBar tâche modif",
intl_it.arb,@calendar_delete_confirm_title,Added,"OrderedDict([('description', 'Titre dialog suppres",
intl_it.arb,@calendar_delete_confirm_content,Added,"OrderedDict([('description', 'Contenu dialog suppr",
intl_it.arb,@calendar_task_deleted,Added,"OrderedDict([('description', 'SnackBar tâche suppr",
intl_it.arb,@calendar_restore_error,Added,"OrderedDict([('description', 'Erreur restauration'",
intl_it.arb,@calendar_delete_error,Added,"OrderedDict([('description', 'Erreur suppression')",
intl_it.arb,@calendar_action_assign,Added,"OrderedDict([('description', 'Action sheet assigne",
intl_it.arb,@calendar_assign_title,Added,"OrderedDict([('description', 'Titre dialog assigna",
intl_it.arb,@calendar_assign_hint,Added,"OrderedDict([('description', 'Hint dialog assignat",
intl_it.arb,@calendar_assign_field,Added,"OrderedDict([('description', 'Label champ assignat",
intl_it.arb,@calendar_task_assigned,Added,"OrderedDict([('description', 'SnackBar tâche attri",
intl_it.arb,@calendar_assign_error,Added,"OrderedDict([('description', 'Erreur attribution')",
intl_it.arb,@calendar_export_error,Added,"OrderedDict([('description', 'Erreur export PDF'),",
intl_it.arb,@calendar_previous_month,Added,"OrderedDict([('description', 'Tooltip mois précéde",
intl_it.arb,@calendar_next_month,Added,"OrderedDict([('description', 'Tooltip mois suivant",
intl_it.arb,@calendar_limit_reached,Added,"OrderedDict([('description', 'Tooltip limite navig",
intl_it.arb,@calendar_drag_instruction,Added,"OrderedDict([('description', 'Instruction navigati",
intl_it.arb,@common_refresh,Added,"OrderedDict([('description', 'Tooltip actualiser')",
intl_it.arb,@common_yes,Added,"OrderedDict([('description', 'Bouton Oui')])",
intl_it.arb,@common_no,Added,"OrderedDict([('description', 'Bouton Non')])",
intl_it.arb,@common_delete,Added,"OrderedDict([('description', 'Bouton Supprimer')])",
intl_it.arb,@common_edit,Added,"OrderedDict([('description', 'Bouton Modifier')])",
intl_it.arb,@common_undo,Added,"OrderedDict([('description', 'Action Annuler (Undo",
intl_it.arb,@common_error_prefix,Added,"OrderedDict([('description', 'Préfixe erreur'), ('",
intl_it.arb,@common_retry,Added,"OrderedDict([('description', 'Bouton réessayer')])",
intl_it.arb,@calendar_no_events,Added,"OrderedDict([('description', 'Message aucun événem",
intl_it.arb,@calendar_events_of,Added,"OrderedDict([('description', 'Titre événements du ",
intl_it.arb,@calendar_section_plantings,Added,"OrderedDict([('description', 'Titre section planta",
intl_it.arb,@calendar_section_harvests,Added,"OrderedDict([('description', 'Titre section récolt",
intl_it.arb,@calendar_section_tasks,Added,"OrderedDict([('description', 'Titre section tâches",
intl_it.arb,@calendar_filter_tasks,Added,"OrderedDict([('description', 'Filtre tâches')])",
intl_it.arb,@calendar_filter_maintenance,Added,"OrderedDict([('description', 'Filtre entretien')])",
intl_it.arb,@calendar_filter_harvests,Added,"OrderedDict([('description', 'Filtre récoltes')])",
intl_it.arb,@calendar_filter_urgent,Added,"OrderedDict([('description', 'Filtre urgences')])",
intl_it.arb,@common_general_error,Added,"OrderedDict([('description', 'Message erreur génér",
intl_it.arb,@common_error,Added,"OrderedDict([('description', 'Titre erreur génériq",
intl_it.arb,settings_backup_restore_section,Added,Sauvegarde et Restauration,
intl_it.arb,@settings_backup_restore_section,Added,"OrderedDict([('description', 'Titre section sauveg",
intl_it.arb,settings_backup_restore_subtitle,Added,Sauvegarde intégrale de vos données,
intl_it.arb,@settings_backup_restore_subtitle,Added,"OrderedDict([('description', 'Sous-titre section s",
intl_it.arb,settings_backup_action,Added,Créer une sauvegarde,
intl_it.arb,@settings_backup_action,Added,"OrderedDict([('description', 'Bouton créer sauvega",
intl_it.arb,settings_restore_action,Added,Restaurer une sauvegarde,
intl_it.arb,@settings_restore_action,Added,"OrderedDict([('description', 'Bouton restaurer sau",
intl_it.arb,settings_backup_creating,Added,Création de la sauvegarde en cours...,
intl_it.arb,@settings_backup_creating,Added,"OrderedDict([('description', 'Loading sauvegarde')",
intl_it.arb,settings_backup_success,Added,Sauvegarde créée avec succès !,
intl_it.arb,@settings_backup_success,Added,"OrderedDict([('description', 'Succès sauvegarde')]",
intl_it.arb,settings_restore_warning_title,Added,Attention,
intl_it.arb,@settings_restore_warning_title,Added,"OrderedDict([('description', 'Titre warning restau",
intl_it.arb,settings_restore_warning_content,Added,La restauration d'une sauvegarde écrasera TOUTES l,
intl_it.arb,@settings_restore_warning_content,Added,"OrderedDict([('description', 'Contenu warning rest",
intl_it.arb,settings_restore_success,Added,Restauration réussie ! Veuillez redémarrer l'appli,
intl_it.arb,@settings_restore_success,Added,"OrderedDict([('description', 'Succès restauration'",
intl_it.arb,settings_backup_error,Added,Échec de la sauvegarde : {error},YES
intl_it.arb,@settings_backup_error,Added,"OrderedDict([('description', 'Erreur sauvegarde'),",
